CommitID,NMF, TotalAddLines , TotalDeleteLines ,LC,LC_1, FileAdd , FileDelete ,NAD, NUC, AGE, NMS, NMD, Entropy ,MLMF,NDVE,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,NIR,a2a,Tag
d9f748e1469e5a37f1369270722f8b0d12376264,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,442,3,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
4416e27faed9ddfab1f3703d830c19f9c7819f2a,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,9,9,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
474cd6bb4632dc0bec91e9f4ec2707673cf96890,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6,6,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
561671b051f565418d4989a1bbed357c8e9a3871,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,67,1,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
fbc0ac7c6c17e991e1dd6c3079df84efcbf3c0e7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,12,9,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
d695a50ae56398b7daeac40f9a0bbbd605b68731,1,6,4,2,10,0,0,0,7,66,1,1,0.0,335,5,1,0,12,12,0,2225,2179,46,10,10,0,1,100.0,NoArch
53aca6d7e502e83f1c38e8926ae671b026bd3872,2,77,40,37,117,0,0,0,41,282,1,2,0.421166015,1703,3,297,4,338,329,9,10703,10376,327,193,189,4,1,100.0,NoArch
37f4c480cdfb3367f5482cf07ccd099d1d7a59ab,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,37,9,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
c5fe80507610fcf24e53516365cd7c2efb2291dd,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,38,5,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
8b173f0e65b83415ac4d6b6b772ed146ae499559,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
2afe66d1ae48ac0bda78a59ce4fe3341a8e11ddb,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,11,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
f1b61e8f9d5ae1c5e0f155ff1ebeb40e4e2295eb,4,65,11,54,76,0,0,0,25,28,1,3,1.967788463,564,1,163,20,119,113,6,3412,3192,220,30,26,4,1,100.0,NoArch
5259f26ecee6c268f0ddc86ef45104fe967f267a,2,121,12,109,133,0,0,0,66,86,1,2,0.907942863,1406,3,1,0,249,206,43,8703,4903,3800,88,62,26,2,100.0,NoArch
6660870e3e13ceb91bcf9d4b8ff5cad8fa142856,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,55,20,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
6bbcf7658e31cd7e92c459300fd70263b9b89de6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
a249c148976c68307777a194ebfa9c3e2231d8bf,8,256,21,235,277,1,0,1,106,1037,1,4,1.122372574,3775,1,27,15,724,682,42,20804,19769,1035,268,247,21,1,99.94788953,NoArch
5d1e525ef00f84d28929633e4400b356a74f1000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,4,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
dc0d13f9456637e26b4e977bc187453d584d87e8,2,2,1,1,3,0,0,0,4,571,1,2,0.918295834,364,1,295,7,41,41,0,1642,1638,4,26,26,0,1,99.79274611,NoArch
d2ff5e6ed926233fd0626537e333e87744e181a4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,43,11,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
ab25bf2037f98a2fc99179b8ee175d3d876f87b3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,481,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
615c019ac2ba1739a7d220fea2fdf67560723cbc,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,22,12,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
b796146cf41d1889d7f011e89576da5a529ccd9a,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
b09726d066111d3e884872960f511f97a0215d34,4,122,1,121,123,1,0,1,33,21,1,2,1.015676375,431,4,51,13,60,13,47,2523,658,1865,29,5,24,1,99.91941982,NoArch
8336f7ece1dc65b1dc17edff5dab9d9ad7aa9666,2,64,18,46,82,0,0,0,5,1534,1,2,0.499179836,206,3,3,0,20,15,5,1334,1093,241,12,8,4,1,100.0,NoArch
c38f8b4957dea20737b4bbbe3cc18872c46e2b28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,147,8,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
b64081ee174e5b5aefcd93c3bc6c5aefe6acbf49,1,12,29,17,41,0,0,0,86,43,1,1,0.0,956,12,4,4,227,229,2,6420,6508,88,54,55,1,1,100.0,NoArch
1f9553a759d05b46e91e7380699b0c646fa21e86,35,519,2334,1815,2853,0,10,10,90,1053,1,18,3.995551522,11066,3,0,0,1377,1481,104,52250,61344,9094,579,631,52,1,98.55252275,NoArch
85bc4f8916fa5db77b6ac3d78747e98844780d04,5,92,25,67,117,0,0,0,19,158,1,2,0.642610328,745,3,70,0,85,71,14,3865,3545,320,63,52,11,1,100.0,NoArch
e12f05c24875091e93194d3eb610ca429ffa5118,7,3,274,271,277,0,3,3,5,11,1,2,2.195529186,1366,0,336,29,81,105,24,5716,6796,1080,36,46,10,2,99.53271028,NoArch
e06b40163584f46cb77ddf4a85002a5f1b45b9d5,3,1,25,24,26,0,1,1,6,0,1,3,1.105612401,2777,2,5,0,350,353,3,10096,10305,209,285,286,1,0,99.91386736,NoArch
f66f7470a982f706e812dedbc66abba530ff82e5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,21,10,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
efd6274a4c7a9ed7c1c0d41477649b68baeefa0b,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,52,19,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0b74bd5e7a37ccdb42918a0ab7768e9292df5dab,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,111,2,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
ad4113424f428544ca8b8d590a8a46f8ad3f905c,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,104,9,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
05b3442fbf6f20ede5212cbc8ce3c9b709341af2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
804206f4d1302320183bc84cd457dcbdce16d845,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,61,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
6f8dbfe595b5cd677f8607ae42b5eedb3b1e6efe,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
5af11f3c70ed93a19ed77cf6a48351bacdae215d,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,23,12,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
759c5cfc13f64f62e808814183713b9695b1eab9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
dd31b7eb4d537d83197ba04059953283c58696fc,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,53,18,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
fd1d9077277695e8f5668c062289f9d17bb9981a,2,107,10,97,117,0,0,0,23,58,1,2,0.971941752,457,1,157,15,111,105,6,3334,2778,556,32,27,5,1,98.87218045,NoArch
fec162dda29ecbf36579ebb61a666bd17ed9bb01,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
d7b808270c8a6d68ffdceb3ba4215d2f183c3fef,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,180,12,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
f9a423d2a85d820cec8404a254b605f56eb070c7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,224,18,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
edbb3feac1bb12c0b00934b1fa58ba7c4b094b40,3,263,136,127,399,1,0,1,23,18,1,3,0.86705026,602,1,137,9,127,115,12,4325,3665,660,50,41,9,1,99.62121212,NoArch
cac87ab452a3b1ab60f02730db30e7b4977dae30,8,275,4,271,279,3,0,3,17,33,1,3,2.241164338,1289,1,338,29,168,144,24,8123,7043,1080,56,46,10,1,99.53271028,NoArch
0e6977d1b89c9a103cec0be5bd4bbeceb740d50f,6,15,19,4,34,0,0,0,106,281,1,6,2.254447579,4259,4,11,8,1031,1031,0,23989,24024,35,362,362,0,1,100.0,NoArch
bf63908f5a3cdebf152e904567ab6c212ae6cbe1,10,23,258,235,281,0,1,1,40,131,1,7,2.230547647,1965,3,78,2,309,325,16,10638,12141,1503,121,125,4,1,99.83164983,NoArch
107cb5e18a20a09f19fb97e4e0f4a2652574ac09,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,207,30,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
67142f000666b7bb8f344dcd45b0b2608457226d,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,35,7,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
853d0a7c72fbecb76748ea0ff7f4bf31f6529e6a,4,46,27,19,73,0,0,0,30,82,1,4,1.515272249,1125,2,197,20,206,207,1,6725,6585,140,86,87,1,1,100.0,NoArch
c915fb13a26bd885200591148af91fe483d8723b,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,458,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
8ab3b6db708dfd187159fb2785bad2cacfc3a2b6,2,29,2,27,31,0,0,0,25,31,1,2,0.907165768,1102,1,144,4,254,250,4,7039,6901,138,138,137,1,1,100.0,NoArch
c78a3d5ea4e7e511ba9f6182157956db3e65e1a0,13,95,107,12,202,0,1,1,96,684,1,9,3.072479363,4946,4,8,6,970,962,8,29384,29449,65,338,335,3,0,99.92553984,NoArch
02aa8d4cbba2f5c6f8050f5e2cc92915b70c13e4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
dc0d13f9456637e26b4e977bc187453d584d87e8,2,2,1,1,3,0,0,0,4,571,1,2,0.918295834,364,1,295,7,41,41,0,1642,1638,4,26,26,0,1,99.79274611,NoArch
e10bd69255549a854d1ef178ab9df4dbd99dd2ac,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,334,5,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
6af6c06786081a6baed1ca03101c3becad4396b2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,60,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
d32617f83f4b4b78c1a852127595e02d2ffb77f2,3,3,0,3,3,0,0,0,11,498,1,1,1.584962501,275,4,33,1,15,15,0,929,929,0,9,9,0,1,100.0,NoArch
615d3d16d6cb969c8521c4c6b681dcf11aa29183,2,27,0,27,27,0,0,0,8,379,1,2,0.764204507,148,2,5,1,19,16,3,918,753,165,11,9,2,1,100.0,NoArch
c4386ad21f16b4fdd761eeb5ac4332f6221aac3f,1,12,92,80,104,0,0,0,77,17,1,1,0.0,1134,13,3,1,222,243,21,5107,5477,370,74,78,4,1,100.0,NoArch
fa0059c55a31813634188eb85e53b68e33644489,2,23,8,15,31,0,0,0,44,247,1,2,0.708835673,413,2,0,0,101,100,1,2683,2507,176,24,24,0,1,100.0,NoArch
eeb1023f9630a576bf8ea2d5b0e485f565e90e42,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,83,6,0,0,0,0,0,0,0,0,0,2,100.0,NoArch
f94e1e210757cf8868bf5c14f39be02df232521d,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,52,10,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
7afee340172a95bf1d7df4038ce615448f719a0d,2,16,0,16,16,0,0,0,44,2,1,2,0.543564443,1969,3,311,9,402,400,2,12445,12351,94,206,205,1,1,100.0,NoArch
91d4cc03bbe84ca2aa0ed7f9094a20061b04a8a3,2,2,12,10,14,0,0,0,11,2617,1,2,0.749595257,269,4,3,3,25,25,0,1052,1070,18,17,17,0,1,100.0,NoArch
f02db39114cd3b1bd02e87b86812f2c0cafdba86,2,21,1,20,22,0,0,0,89,524,1,2,0.439496987,2349,4,481,3,471,470,1,16782,16581,201,218,217,1,1,100.0,NoArch
ee2953e0aabc8bf67872e5006e898c502c16e4e0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,25,14,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
17cfe99d72121fad1ead76e8bf80729c5c7f7e6b,2,40,2,38,42,0,0,0,2,122,1,2,0.453716339,431,1,51,0,32,17,15,2598,631,1967,20,8,12,1,100.0,NoArch
d5ec60896fef71973d49436df077664b830aaa46,1,2,2,0,4,0,0,0,24,2,1,1,0.0,272,3,12,7,35,34,1,1554,1545,9,9,9,0,1,100.0,NoArch
fac2b0477cba4cd01a56c635459a949f81680a84,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,134,9,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
7f2afa8df4167435f4e92c715d65519d01bda2f8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,4,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
8028574ba42ff2aa8d1faf4085f84ca3d13d55b3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
7d83e93e0d50487125d747265d2aa325cdce029d,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,103,8,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
4fad66df0132c815a2a74c01704168d87f47009f,1,21,0,21,21,0,0,0,22,0,1,1,0.0,142,4,15,13,30,0,30,793,0,793,19,0,19,0,100.0,NoArch
492dc3b8f8a1b5dbf98b6c30b79b18ec87e7e89e,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
d160f17357c241a2c925a182e064f4068db22fe6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,283,11,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
29129abeecd58d387fd8f8986fba052a4868fc7c,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
37bd84dc608c39f611c19557d4b2d1052d08db32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
81ca4dba8176c1a577205d12e1088880b7714947,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,109,1,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
4b6626bca48cc797380e9e0c6a91c3e2bc7a01f8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,3,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
2f441fd1a5e4c64c77e83da2c1fef11312bf5097,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,56,4,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
a760e09477b74b640ff8796c02da1c2be8585d1f,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,226,1,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
f8c70a3a9fe5a410363544493a03dc2d10340cbd,6,143,377,234,520,0,2,2,14,1714,1,4,2.035689709,1361,2,0,0,93,111,18,6241,4249,1992,46,31,15,1,98.03921569,NoArch
4f0fe80f2525c398e18ec48cd48be27f4c7fcc95,13,51,367,316,418,0,1,1,55,134,1,9,2.82121212,3790,3,87,4,768,806,38,21226,23156,1930,307,319,12,1,99.83443709,NoArch
a3d6e2d839e1c1eeb81a08fdd1d3ad199326aee0,7,274,3,271,277,3,0,3,8,39,1,2,2.195529186,1095,1,25,0,105,81,24,6796,5716,1080,46,36,10,1,99.53271028,NoArch
56d154f53715a3234a7cafd5fca4bbeb15999f6c,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,161,18,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
7784b56a4aeda94de1de3bbe12a468108b7b8e0e,1,1,0,1,1,0,0,0,19,0,1,1,0.0,144,4,50,3,16,16,0,635,629,6,8,8,0,1,100.0,NoArch
c6cf5d5fc36c69525dbf3712af42014a3da417e0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,78,6,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
3c3171eaa13e2aa6265577bff9cabf751bf29c4f,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1f6749d0250405106db6aaf21266cfe907d6f191,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,36,7,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
db2aff843fca366f96f98e3830811a4c0cfabbd1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,330,23,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
196a252b6657068013d76e903b1f90ad33ad5c8e,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,9,9,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
68a5418bf4b71c15876347260fd1df2b17069c99,2,360,0,360,360,2,0,2,5,27,1,2,0.877868813,0,1,16,0,63,0,63,2370,0,2370,10,0,10,1,98.03921569,NoArch
630562a0b16ae73c8cb8d85da723bca6b28de6db,1,2,4,2,6,0,0,0,82,228,1,1,0.0,1590,7,3,2,432,432,0,9465,9478,13,182,182,0,1,100.0,NoArch
ff8fb1627380885dfd3d36518f826932880e121b,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,65,3,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
c62a8f9d11c85c18a9df1f28d23fe0396f7766b9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,14,4,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
05171ee872bb8d6e9173a34b7832f522b2a56763,7,22,11,11,33,0,0,0,80,812,1,4,2.248495256,2877,5,0,0,417,414,3,14817,14789,28,190,189,1,1,100.0,NoArch
