BeforeFilesDeps,AfterFilesDeps,ChangedFileDeps,BeforeCommitDeps,AfterCommitDeps,ChangedDeps,JavaFileNum,TotalChangedLines,FileAddNum,FileDeleteNum,FileChangedNum,CommitComplexity,LastCommitComplexity,changedComplexity,CommitTokenCount,LastCommitTokenCount,changedToken,CommitMethodNum,LastCommitMethodNum,ChangedMethodNum,A2A,Tag
406,503,97,29108,31654,2546,38,1355,13,0,13,867,695,172,31203,24627,6576,379,290,89,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
2043,4104,2061,121028,244426,123398,158,24136,158,0,158,3246,0,3246,118102,0,118102,1575,0,1575,58.81826321,ArchChanged
4104,2043,2061,244426,121028,123398,158,24136,0,158,158,0,3246,3246,0,118102,118102,0,1575,1575,58.81826321,ArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
0,0,0,834,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
472,375,97,29988,27576,2412,36,1340,0,13,13,518,688,170,18044,24538,6494,219,307,88,95.33851276,ArchChanged
375,472,97,27576,29988,2412,36,1340,13,0,13,688,518,170,24538,18044,6494,307,219,88,95.33851276,ArchChanged
0,0,0,834,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,834,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,834,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,834,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
204,323,119,24157,26361,2204,29,1566,15,0,15,624,437,187,21704,14058,7646,285,184,101,88.83034773,ArchChanged
18,20,2,2727,2733,6,3,140,1,0,1,30,16,14,1902,1120,782,20,8,12,97.97979798,ArchChanged
0,0,0,912,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,5,5,911,911,0,1,0,0,0,0,5,5,0,241,241,0,3,3,0,99.59758551,NoArchChanged
20,20,0,1822,1822,0,2,38,0,0,0,131,127,4,4150,3859,291,39,38,1,100,NoArchChanged
0,0,0,912,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
35,52,17,3644,3696,52,4,237,2,0,2,32,14,18,1909,760,1149,14,7,7,88.58921162,ArchChanged
16,20,4,2772,2772,0,3,0,0,0,0,40,40,0,1553,1553,0,16,16,0,99.14346895,NoArchChanged
9,11,2,2772,2775,3,3,165,1,0,1,52,32,20,2132,1345,787,33,23,10,99.24973205,NoArchChanged
175,175,0,6475,6475,0,7,89,0,0,0,139,130,9,5488,5096,392,69,63,6,100,NoArchChanged
0,0,0,926,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,25,25,3700,3756,56,4,635,4,0,4,59,0,59,3086,0,3086,43,0,43,96.8238691,ArchChanged
22,22,0,2817,2817,0,3,12,0,0,0,114,114,0,4147,4087,60,23,23,0,100,NoArchChanged
231,231,0,20658,20658,0,22,34,0,0,0,181,180,1,11135,10996,139,123,121,2,100,NoArchChanged
19,19,0,1878,1878,0,2,3,0,0,0,13,12,1,1133,1122,11,11,10,1,100,NoArchChanged
30,33,3,2817,2826,9,3,309,0,0,0,54,31,23,3933,2005,1928,33,23,10,99.2139738,NoArchChanged
33,30,3,2826,2817,9,3,309,0,0,0,31,54,23,2005,3933,1928,23,33,10,99.2139738,NoArchChanged
175,285,110,27231,28478,1247,29,761,9,1,10,393,286,107,17862,13173,4689,260,168,92,89.93288591,ArchChanged
13,13,0,982,982,0,1,2,0,0,0,107,107,0,2654,2636,18,25,25,0,100,NoArchChanged
30,41,11,4910,4945,35,5,385,2,0,2,59,31,28,4187,2005,2182,36,23,13,97.23991507,ArchChanged
81,85,4,5934,5958,24,6,72,0,0,0,91,79,12,4554,4194,360,66,62,4,100,NoArchChanged
132,132,0,1986,1986,0,2,37,0,0,0,338,329,9,10703,10376,327,193,189,4,100,NoArchChanged
111,111,0,993,993,0,1,6,0,0,0,283,281,2,6587,6549,38,142,142,0,100,NoArchChanged
0,0,0,994,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
135,135,0,2979,2979,0,3,8,0,0,0,97,96,1,2440,2424,16,39,38,1,100,NoArchChanged
0,0,0,994,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
94,193,99,13902,14854,952,14,2354,13,0,13,217,33,184,13504,1432,12072,82,9,73,94.59459459,ArchChanged
6,6,0,1061,1061,0,1,1,0,0,0,8,8,0,1585,1574,11,5,5,0,100,NoArchChanged
585,566,19,28647,28377,270,27,40,1,0,1,1098,1089,9,37059,36977,82,486,482,4,93.90774587,ArchChanged
11,11,0,2102,2102,0,2,2,0,0,0,8,8,0,609,588,21,5,5,0,100,NoArchChanged
61,64,3,4204,4212,8,4,279,1,0,1,243,201,42,7291,5951,1340,141,107,34,99.1290578,NoArchChanged
47,49,2,4212,4216,4,4,65,0,0,0,41,32,9,2604,2132,472,25,20,5,100,NoArchChanged
79,119,40,8432,8552,120,8,629,2,0,2,151,79,72,7268,4127,3141,52,30,22,98.96988906,NoArchChanged
177,177,0,3207,3207,0,3,221,0,0,0,485,425,60,14442,12855,1587,238,226,12,100,NoArchChanged
13,13,0,1069,1069,0,1,7,0,0,0,107,107,0,2677,2654,23,25,25,0,100,NoArchChanged
4,4,0,2138,2138,0,2,1,0,0,0,30,30,0,1024,1026,2,12,12,0,100,NoArchChanged
0,0,0,1070,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
136,136,0,2138,2138,0,2,16,0,0,0,402,400,2,12445,12351,94,206,205,1,100,NoArchChanged
65,65,0,2138,2138,0,2,30,0,0,0,104,98,6,5700,5511,189,76,74,2,100,NoArchChanged
0,0,0,1070,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1070,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
92,152,60,13897,14248,351,13,794,4,0,4,263,168,95,11388,7462,3926,111,56,55,98.0127186,NoArchChanged
0,0,0,1097,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
19,22,3,2192,2198,6,2,53,0,0,0,19,16,3,1728,1372,356,10,9,1,100,NoArchChanged
33,33,0,2198,2198,0,2,37,0,0,0,171,159,12,7076,6814,262,65,65,0,100,NoArchChanged
0,0,0,1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
66,66,0,4396,4400,4,4,50,0,0,0,142,133,9,4977,4746,231,74,64,10,100,NoArchChanged
32,32,0,3300,3300,0,3,33,1,0,1,183,178,5,6739,6652,87,73,71,2,99.84326019,NoArchChanged
91,97,6,5500,5525,25,5,44,0,0,0,412,404,8,11995,11637,358,155,152,3,99.76544175,NoArchChanged
0,0,0,1106,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1106,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
186,186,0,6630,6630,0,6,6,0,0,0,128,128,0,6828,6799,29,53,53,0,100,NoArchChanged
81,81,0,1105,1105,0,1,1,0,0,0,29,29,0,1355,1346,9,6,6,0,100,NoArchChanged
0,0,0,1106,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1106,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
27,27,0,4420,4420,0,4,73,0,0,0,35,35,0,2294,2294,0,25,25,0,100,NoArchChanged
73,75,2,4420,4424,4,4,76,1,0,1,114,104,10,5213,4717,496,59,53,6,99.68823071,NoArchChanged
0,0,0,1107,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1107,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
1,1,0,1106,1106,0,1,17,0,0,0,2,2,0,227,227,0,1,1,0,100,NoArchChanged
0,0,0,1107,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1107,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
217,209,8,8848,8816,32,8,12,0,0,0,587,587,0,17389,17437,48,212,211,1,99.9222395,NoArchChanged
0,0,0,1103,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1103,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1103,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1103,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
26,26,0,1102,1102,0,1,0,0,0,0,63,63,0,1327,1327,0,10,10,0,100,NoArchChanged
0,0,0,1103,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
30,30,0,2204,2204,0,2,36,0,0,0,58,53,5,2381,2193,188,29,27,2,100,NoArchChanged
41,41,0,1102,1102,0,1,7,0,0,0,86,86,0,2146,2106,40,33,33,0,100,NoArchChanged
0,0,0,1103,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1103,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1103,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
115,115,0,1102,1102,0,1,13,0,0,0,347,343,4,8095,8009,86,154,153,1,100,NoArchChanged
13,50,37,5510,5630,120,5,727,4,0,4,128,13,115,4457,474,3983,67,7,60,93.75481881,ArchChanged
81,130,49,10134,10314,180,9,499,5,0,5,99,59,40,4935,2186,2749,68,40,28,86.89355539,ArchChanged
279,286,7,10314,10341,27,9,109,0,0,0,466,452,14,13181,12521,660,224,214,10,99.65588438,NoArchChanged
0,0,0,1150,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1150,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
0,0,0,1150,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArchChanged
